# ASY method (with partition functions). 
# All double quantities are log10(x); rates in units of s^-1
#
#  t          dt   2/Rmin Reaction_Rmin       2/Rmax   Reaction_Rmax     dt_FE    dt_EA  trial_dt   interpT   interpRho
 5.6000  4.6000     inf he4+ca45-->p+sc48 -0.2524 co54-->fe54+e++nu 24.4466  4.5586  4.6000 7.3979e+00 2.0000e+00
 5.6828  4.6828     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  4.6414  4.6828 7.3979e+00 2.0000e+00
 5.7242  4.7242     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  4.6828  4.7242 7.3979e+00 2.0000e+00
 5.8069  4.8069     inf he4+co55-->cu59 -0.2524 co54-->fe54+e++nu 24.4466  4.7656  4.8069 7.3979e+00 2.0000e+00
 5.8483  4.8483     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  4.8069  4.8483 7.3979e+00 2.0000e+00
 5.9311  4.9311     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  4.8897  4.9311 7.3979e+00 2.0000e+00
 5.9725  4.9725     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  4.9311  4.9725 7.3979e+00 2.0000e+00
 6.0553  5.0553     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.0139  5.0553 7.3979e+00 2.0000e+00
 6.0967  5.0967     inf he4+co56-->p+ni59 -0.2524 co54-->fe54+e++nu 24.4466  5.0553  5.0967 7.3979e+00 2.0000e+00
 6.1795  5.1795     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.1381  5.1795 7.3979e+00 2.0000e+00
 6.2209  5.2209     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.1795  5.2209 7.3979e+00 2.0000e+00
 6.2623  5.2623     inf he4+co56-->cu60 -0.2524 co54-->fe54+e++nu 24.4466  5.2209  5.2623 7.3979e+00 2.0000e+00
 6.3451  5.3451     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.3037  5.3451 7.3979e+00 2.0000e+00
 6.3864  5.3864     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.3451  5.3864 7.3979e+00 2.0000e+00
 6.4692  5.4692     inf he4+co56-->cu60 -0.2524 co54-->fe54+e++nu 24.4466  5.4278  5.4692 7.3979e+00 2.0000e+00
 6.5106  5.5106     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.4692  5.5106 7.3979e+00 2.0000e+00
 6.5934  5.5934     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.5520  5.5934 7.3979e+00 2.0000e+00
 6.6348  5.6348     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.5934  5.6348 7.3979e+00 2.0000e+00
 6.7176  5.7176     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.6762  5.7176 7.3979e+00 2.0000e+00
 6.7590  5.7590     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.7176  5.7590 7.3979e+00 2.0000e+00
 6.8418  5.8418     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.8004  5.8418 7.3979e+00 2.0000e+00
 6.8832  5.8832     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.8418  5.8832 7.3979e+00 2.0000e+00
 6.9659  5.9659     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.9246  5.9659 7.3979e+00 2.0000e+00
 7.0073  6.0073     inf be9-->n+he4+he4 -0.2524 co54-->fe54+e++nu 24.4466  5.9659  6.0073 7.3979e+00 2.0000e+00
